volume
39
2441
436
1696
2377
767
3936
4477
2220
7916
2146
3024
17425
6999
2986
5804
3657
12372
8984
11203
847
32
3010
619
12
7875
3659
3312
2711
1175
10111
16315
877
581
3928
5454
6628
2860
6539
1202
8156
7169
2597
7707
2584
3573
4143
8946
9057
4332
10193
2324
2770
1478
1695
624
1334
5128
10151
3057
1723
2534
51
356
6
21
40
183
416
490
159
428
20
35
358
344
84
125
422
171
119
169
17
0
103
6
0
68
82
127
89
26
477
566
12
9
172
586
339
295
638
21
269
218
206
266
47
100
1246
523
295
183
306
80
98
37
105
9
13
372
238
468
32
44
2258
777
254
765
620
1331
3944
7481
4228
15824
634
1417
12556
17055
6093
8549
4623
7855
8326
10105
424
10
6042
139
20
4979
4464
3894
4903
3574
10522
10062
850
301
14179
15398
11285
7347
9291
798
10007
8049
6295
11438
2182
4732
11807
31504
5160
5697
14455
4631
6233
2229
3326
362
866
19815
19065
6751
1664
2927
380
18
235
8107
6062
1025
250
2745
1898
2056
6611
5045
1341
384
179
696
848
1091
537
593
3925
63
263
816
235
718
1798
1758
4593
2679
488
944
4437
3736
761
2134
1537
2112
1279
12381
1450
1263
145
425
292
980
1780
784
361
827
1065
4068
2756
8116
7771
1916
4385
2471
741
252
1135
2407
1446
17
802
9290
78013
2285
831
6437
4461
5295
55250
30417
3194
1477
893
1808
2857
2367
1216
1324
26406
452
646
4413
368
2696
5786
5101
9048
4341
1311
2326
14987
21259
1417
6040
4006
4897
3647
37130
3112
3695
739
1139
711
2413
6589
2175
1759
2830
3167
11218
6445
17134
12582
7698
17777
5260
1468
1152
4659
8503
2106
83
898
5718
77592
2437
1202
7351
5550
5976
65657
33838
3738
1725
1141
1863
3444
2879
1606
1533
51520
859
884
11811
618
5276
6540
4637
6541
3295
1460
3216
9035
28993
1965
6118
3863
4631
3971
30097
3613
4183
794
1174
622
2450
7075
2607
2989
3245
4375
7886
5911
10379
8129
15372
39459
6007
1504
1125
3930
7141
345
46
1102
827
2089
1749
413
4742
1892
3616
1782
2279
1933
938
632
1398
3071
1501
1250
1076
741
13
532
251
20
827
2336
3591
4327
2284
1448
1307
1496
551
1318
7758
3956
4421
4625
2562
3191
2846
392
1303
326
2344
8884
1770
585
1951
2959
6249
5626
3320
4608
662
1167
3873
1624
944
1632
2651
3684
107
3798
277
826
1431
673
3952
2101
5667
1016
1414
12675
8772
3515
3168
2671
4567
4020
5182
585
18
2613
307
13
2708
1955
1986
1525
1234
5404
10214
596
270
3111
3736
3044
2008
5277
886
4353
4351
3471
4878
1769
2007
5361
8099
7159
3252
4486
1446
1488
1082
1254
488
796
4449
5672
6251
1195
1570
3741
1292
10559
3175
7802
10293
7256
3344
23277
38421
5881
8734
19387
8892
3881
16981
15489
13506
9380
9470
8193
226
4853
3497
218
11926
8965
10612
23656
16005
9036
11571
6292
4171
12823
32421
18743
24309
30415
9061
25327
28662
2872
8047
3279
12311
29906
15199
4997
12645
24217
11696
14973
11380
18476
7696
14892
48283
17053
7032
4654
8478
1924
452
6847
1848
4599
5338
3476
2245
25892
29423
3450
5463
10943
5455
2525
11481
14463
7583
6873
6903
3662
65
3124
1259
177
5661
5590
6821
19732
8671
5761
6332
4320
3074
9648
25601
11978
21410
19774
10140
13988
22656
1655
6020
1582
6308
29601
11142
2525
6690
16967
7858
9996
7855
13014
3116
6735
28447
11978
3893
2475
4763
5857
1015
17860
1762
4982
5914
5254
5271
35510
26184
3768
5556
35349
15408
5826
23858
16961
23337
19784
19871
3631
106
10919
1998
124
13521
8344
10559
17621
11875
19253
19953
4326
2396
21778
35987
19552
27246
34897
5867
33387
24628
4713
17446
4790
10530
44975
30587
6989
14482
43417
11301
14525
7736
12345
3849
5846
43483
34368
10666
4687
7596
2328
19
640
5254
52646
59683
1771
1419
4980
3535
4021
63782
3230
1418
1053
1409
3594
2729
1471
1171
18046
281
668
6839
468
3832
8764
6904
5627
2493
1032
3058
8533
14013
1092
5069
3979
3543
3850
18109
3352
4240
814
1022
818
2757
4829
2199
3607
2438
3449
12089
5568
8933
6623
9083
17996
3363
1439
1113
8403
16372
2441
37
1221
5162
29985
31695
2274
1362
7273
4880
5768
62191
5176
2297
1579
2275
3842
4006
1911
1732
9017
203
956
4891
156
5047
12647
11595
11194
5833
1539
3947
10152
6484
1793
7672
5582
5454
4339
13389
5026
5316
955
1382
1438
4860
6205
3591
3664
4007
4285
21934
11695
14904
11386
5819
10934
5450
2059
1436
11192
22531
16681
108
12365
2119
4967
5407
3569
13044
22871
11740
40685
4318
7212
30473
9019
29679
16404
43228
29835
42297
3731
79
15911
1438
57
31470
12545
14556
10702
6775
41078
56196
3725
1663
24511
24478
26948
